source_group	source_file	dataset_hint	cell_marker	line_number	evidence_kind	symbol	confidence	note	snippet
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1786	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1784:             top_10_closest_neighbor_indices = local_neighbors[0,seq_index,1:11]\n1785:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1786:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1787:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1788:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1787	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1785:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1786:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1787:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1788:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1789:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1790	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1788:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1789:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1790:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1791:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1792:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1791	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1789:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1790:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1791:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1792:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1793:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1792	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1790:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1791:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1792:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1793:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1794:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1793	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1791:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1792:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1793:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1794:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1795:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1794	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1792:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1793:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1794:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1795:\n1796:             # The lines below are mostly for printing purposes to do external analysis with PyMol,and ROSETTA with Cristina"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1924	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1922:                     # Adding all-0 vector of length 128 if the center is not among the closest 48 neighbors of center\n1923:                     neighbor_m_message_vector_coming_from_center.append(np.zeros(128))\n1924:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1925:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1926:             mut[""neighbor_aa_identities""] = neighbor_aa_identities"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1925	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1923:                     neighbor_m_message_vector_coming_from_center.append(np.zeros(128))\n1924:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1925:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1926:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1927:             mut[""neighbor_w_message_vector_coming_from_center""] = neighbor_w_message_vector_coming_from_center"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1926	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1924:             mut[""w_n_log_prob""] = neighbor_w_log_probs\n1925:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1926:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1927:             mut[""neighbor_w_message_vector_coming_from_center""] = neighbor_w_message_vector_coming_from_center\n1928:             mut[""neighbor_m_message_vector_coming_from_center""] = neighbor_m_message_vector_coming_from_center"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1927	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1925:             mut[""m_n_log_prob""] = neighbor_m_log_probs\n1926:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1927:             mut[""neighbor_w_message_vector_coming_from_center""] = neighbor_w_message_vector_coming_from_center\n1928:             mut[""neighbor_m_message_vector_coming_from_center""] = neighbor_m_message_vector_coming_from_center\n1929:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	S_669	%% cell 14 [code]	1928	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1926:             mut[""neighbor_aa_identities""] = neighbor_aa_identities\n1927:             mut[""neighbor_w_message_vector_coming_from_center""] = neighbor_w_message_vector_coming_from_center\n1928:             mut[""neighbor_m_message_vector_coming_from_center""] = neighbor_m_message_vector_coming_from_center\n1929:\n1930: # %% cell 15 [code]"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 7 [code]	831	modified_declayer_message_return	decoder message tensor	direct	DecLayer.forward returns per-edge decoder messages together with updated node state.	"829:\n830:         # ""h_message"" can be returned without dividing by ""self.scale"" also\n831:         return h_V, (h_message/self.scale)\n832:\n833:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 7 [code]	1072	modified_forward_return_log_probs_messages_embeddings	log_probs, decoder_messages, h_V	direct	ProteinMPNN.forward returns log probabilities, decoder messages, and final node embeddings.	"1070:         # messages from the last layer decoder will also be returned for extracting neighbor-attention approximation\\n1071:         # last layer embeddings can be extracted from the ""h_V"" tensor\n1072:         return log_probs, decoder_messages, h_V\n1073:\n1074:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 13 [code]	1617	neighbor_index_function_definition	return_neighbor_info	direct	Notebook-side helper exposes nearest-neighbor distances and residue indices from coordinates.	1615:     return D_neighbors, E_idx\n1616:\n1617: def return_neighbor_info(X, mask):\n1618:     b = X[:,:,1,:] - X[:,:,0,:]\n1619:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 13 [code]	1617	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	1615:     return D_neighbors, E_idx\n1616:\n1617: def return_neighbor_info(X, mask):\n1618:     b = X[:,:,1,:] - X[:,:,0,:]\n1619:     c = X[:,:,2,:] - X[:,:,1,:]
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1777	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	"1775:             # get 48 norm values, and fetch out the k highest values from there\n1776:             message_norms = (torch.linalg.vector_norm(x=decoder_messages[0,seq_index,:,:],ord=2,dim=1))\n1777:             local_distances, local_neighbors = return_neighbor_info(X, mask)\n1778:             # ""top_k_attended_neighbor_indices"" is the indices from [0,47] corresponding to the highest attended neighbors\n1779:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1897	neighbor_index_function_call	return_neighbor_info(X, mask)	direct	Feature-generation code asks for local neighbor distances and indices for the current featurized structure.	"1895:                 # for this, at first, we need to find which neighbor of ""n_ind"" is our center so that we can pull out the message vector coming from\n1896:                 # the center to the neighbor at ""n_ind""\n1897:                 loc_local_distances, loc_local_neighbors = return_neighbor_info(X, mask)\n1898:                 # ""neighbor_neighbor_index"" is the index of the center with respect to the neighbor at ""n_ind""\n1899:                 # if len(neighbor_neighbor_index) is 0, center is not among the spatially close 48 neighbors of the neighbor at ""n_ind"""
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1766	center_forward_tuple_unpack	mpnn_model forward tuple	direct	Main center-position call consumes all three modified forward outputs.	"1764:             = tied_featurize(batch_clones, device, chain_id_dict, fixed_positions_dict, omit_AA_dict, tied_positions_dict, pssm_dict, bias_by_res_dict)\n1765:             randn_1 = torch.randn(chain_M.shape, device=X.device)\n1766:             log_probs, decoder_messages, node_embedding_info = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1767:             # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison\n1768:             mut[""log_prob""] = log_probs.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1768	center_log_prob_storage	"mut[""log_prob""]"	direct	Center-position log probabilities are stored into the mutation dictionary.	"1766:             log_probs, decoder_messages, node_embedding_info = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1767:             # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison\n1768:             mut[""log_prob""] = log_probs.cpu().data.numpy()\n1769:\n1770:             # the top_k attention weights will be stored here for weighted sum later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1780	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1778:             # ""top_k_attended_neighbor_indices"" is the indices from [0,47] corresponding to the highest attended neighbors\n1779:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately\n1780:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1781:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1782:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1781	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1779:             # top_(k-1) can technically be extracted from top_k, but currently just for simplicity and easier debugging, extracting everything separately\n1780:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1781:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1782:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)\n1783:             # now, using ""local_neighbors"" to get the original indices of the neighbors corresponding to the top_k attended positions"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1782	topk_message_neighbor_selection	torch.topk(message_norms)	direct	Highest-norm center-to-neighbor message edges are selected.	"1780:             top_15_attention_vals, top_15_attended_neighbor_indices = torch.topk(message_norms,k=15)\n1781:             top_10_attention_vals, top_10_attended_neighbor_indices = torch.topk(message_norms,k=10)\n1782:             top_5_attention_vals, top_5_attended_neighbor_indices = torch.topk(message_norms,k=5)\n1783:             # now, using ""local_neighbors"" to get the original indices of the neighbors corresponding to the top_k attended positions\n1784:             # taking both top_5 and top_10 for now"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1931	center_sequence_mutation	S[0,seq_index]	direct	The sequence tensor is edited at the center mutation before mutant neighbor tensors are extracted.	"1929:                 # How, do I only change the amino acids identity in the sequence, but keep the PDB backbone and everything same?\n1930:                 # At first, just try to manipulate the input ""S""\n1931:                 S[0,seq_index] = aa_1_N[alternate_aa]\n1932:                 n_log_probs  = \\n1933:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[0][0,n_ind,:].cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1908	neighbor_log_prob_tensor_access	mpnn_model(...)[0]	direct	Neighbor residue log-probability vector is extracted from modified forward output index 0.	1906:                 # but, doing it this way for now, since I am getting CUDA out-of-memory errors due to some unsolved (for now) reason\n1907:                 n_log_probs  = \\n1908:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[0][0,n_ind,:].cpu().data.numpy()\n1909:                 decoder_message = \\n1910:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1933	neighbor_log_prob_tensor_access	mpnn_model(...)[0]	direct	Neighbor residue log-probability vector is extracted from modified forward output index 0.	1931:                 S[0,seq_index] = aa_1_N[alternate_aa]\n1932:                 n_log_probs  = \\n1933:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[0][0,n_ind,:].cpu().data.numpy()\n1934:                 decoder_message = \\n1935:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1910	neighbor_message_tensor_access	mpnn_model(...)[1]	direct	Center-to-neighbor message vector is extracted from modified forward output index 1.	1908:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[0][0,n_ind,:].cpu().data.numpy()\n1909:                 decoder_message = \\n1910:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()\n1911:                 node_embedding_info = \\n1912:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[2][0,n_ind,:].cpu().data.numpy()
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1935	neighbor_message_tensor_access	mpnn_model(...)[1]	direct	Center-to-neighbor message vector is extracted from modified forward output index 1.	1933:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[0][0,n_ind,:].cpu().data.numpy()\n1934:                 decoder_message = \\n1935:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()\n1936:                 node_embedding_info = \\n1937:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[2][0,n_ind,:].cpu().data.numpy()
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1912	neighbor_embedding_tensor_access	mpnn_model(...)[2]	direct	Neighbor node embedding is extracted from modified forward output index 2.	1910:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()\n1911:                 node_embedding_info = \\n1912:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[2][0,n_ind,:].cpu().data.numpy()\n1913:\n1914:                 neighbor_w_log_probs.append(n_log_probs)
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1937	neighbor_embedding_tensor_access	mpnn_model(...)[2]	direct	Neighbor node embedding is extracted from modified forward output index 2.	1935:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[1][0,n_ind,neighbor_neighbor_index,:].cpu().data.numpy()\n1936:                 node_embedding_info = \\n1937:                     mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)[2][0,n_ind,:].cpu().data.numpy()\n1938:\n1939:                 neighbor_m_log_probs.append(n_log_probs)
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1870	neighbor_identity_storage	neighbor_aa_identities	direct	Neighbor amino-acid identity is taken from the sequence string by global neighbor index.	"1868:             # informations are stored serially in the lists\n1869:             for n_ind in mut[""top_15_neighbor_indices""]:\n1870:                 neighbor_aa_identities.append(seq_chain[n_ind])\n1871:                 # Some sequence-input manipulation is done later in this loop, so the wildtype aa is placed in the position, so that\n1872:                 # previous iteration manipulations do not cause trouble in this iteration"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1768	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1766:             log_probs, decoder_messages, node_embedding_info = mpnn_model(X, S, mask, chain_M*chain_M_pos, residue_idx, chain_encoding_all, randn_1)\n1767:             # Adding the log_probs to the same inner dictionary where DDG values exist for easier comparison\n1768:             mut[""log_prob""] = log_probs.cpu().data.numpy()\n1769:\n1770:             # the top_k attention weights will be stored here for weighted sum later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1790	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1788:             top_15_closest_neighbor_indices = local_neighbors[0,seq_index,1:16]\n1789:             top_10_closest_neighbor_indices = local_neighbors[0,seq_index,1:11]\n1790:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1791:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1792:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1791	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1789:             top_10_closest_neighbor_indices = local_neighbors[0,seq_index,1:11]\n1790:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1791:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1792:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1793:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1792	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1790:             mut[""top_15_attention_weights""] = top_15_attention_vals.cpu().data.numpy()\n1791:             mut[""top_10_attention_weights""] = top_10_attention_vals.cpu().data.numpy()\n1792:             mut[""top_5_attention_weights""] = top_5_attention_vals.cpu().data.numpy()\n1793:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1794:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1795	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1793:             # the neighbor indices corresponding to the top_k attention weights will be stored here for entropy calculation later\n1794:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1795:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1796:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1797:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1796	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1794:             # 0-based indices of the neighbors will be saved so that corresponding log-probability vectors can be extracted readily from ""log_prob"" keyed value\n1795:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1796:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1797:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1798:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1797	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1795:             mut[""top_15_neighbor_indices""] = top_15_attended_neighbor_indices.cpu().data.numpy()\n1796:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1797:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1798:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1799:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1798	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1796:             mut[""top_10_neighbor_indices""] = top_10_attended_neighbor_indices.cpu().data.numpy()\n1797:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1798:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1799:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1800:"
git_exported_notebook_source	colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	S_669	%% cell 15 [code]	1799	v3_field_storage	V3 mutation-dictionary field	direct	One of the ProteinMPNN-derived V3 fields is stored in the mutation dictionary.	"1797:             mut[""top_5_neighbor_indices""] = top_5_attended_neighbor_indices.cpu().data.numpy()\n1798:             mut[""top_15_closest_neighbor_indices""] = top_15_closest_neighbor_indices.cpu().data.numpy()\n1799:             mut[""top_10_closest_neighbor_indices""] = top_10_closest_neighbor_indices.cpu().data.numpy()\n1800:\n1801:             # The lines below are mostly for printing purposes to do external analysis with PyMol,and ROSETTA with Cristina"
